Request,Politeness
"First 30 days or last 30 days? Nothing seems to start at 0, is that just a side-effect of the first day traffic/questions spike?",1
"+1 - very welcome update for an inspiring simple yet really entertaining game; given your new employment I've long expected this transition, free-time project or not ;) One question though: why do you have to 'add/enable' new sites? Having a threshold in place should allow for this to happen automatically in principle, no?",1
"@Sky Sanders - is support for fromdate/todate on the TODO list ? If so, any idea when it will be implemented?",1
"Would a tool that provides an RSS feed for a tag work alright? What OS are you using?",1
"I can't repro, have you tried decompressing the payload with gzip? Is it valid?",0
"@George, what's the key thing needed to make the widgets? And how do the wf_ functions work?",1
"I know it is only after V3, but will there be at least the ability to retrieve the mod flag messages, or a count of the number of moderator flags at some point? Also will you at one point be willing to review the moderator ability features?",0
"hm, can one award a bounty to a question? as in reward the author for this awesome script?",1
"Hmm. So **We've a long way to go** in the UK, before we reach US linguistic standards? I know Americans favour inserting *got* there, but is that a closely-observed rule?",0
"Shouldn't it be then reasonable to expect you to ask how are you DOING? / I'm doing good, instead of how are you?",1
"@Edward can you be more specific about what these three terms are supposed to refer to? Do you mean the machine running the software, the business that provides you the machine, or something else?",0
"As opposed to? What should it be instead?",1
"Do the writers of the GRE write illogical yet grammatical sentences like this to intentionally trip people up? Or do they really think this way?",1
"Assuming the original pronunciation uses [s], I think there's a more interesting question: why are English speakers using [z] instead? Does English have a tendency to voice between voiced segments?",1
"Do you mean something like Intrateam 30-minute meeting? Or does it have to be one word?",0
"What do you mean by like this? And for what exactly are you asking a rationale?",1
"Touched upon in [Do All Adverbs End in -Ly?](http://grammar.quickanddirtytips.com/do-all-adverbs-end-in-ly.aspx), section What Are Flat Adverbs?.",0
"What dictionary do you normally use? Does it lack these definitions or are they confusing?",0
"I am really disappointed that common speech allows the use of `who` like that, and I think I am correct when I say that if the cashier had said Can I help whomever is next? you will hear snickering in line and a subtle Why is she speaking like that?.",1
"How lay are we talking about here? Do you have some knowledge of Galilean dynamics and Newtonian mechanics?",1
"Couldn't this have been appended to that discussion? Or googled?",0
"Community wiki? (Also: sigoldberg1, can we have a link?)",1
"Gradient of a velocity vector? (Do you expect a rank-2 tensor?)",1
"Ising ?? or Icing ??",1
"Niveau? Do you mean level?",0
"Do you have a typo in equation (1)? Right now the second part of (1) involves the second derivative of theta with respect to theta...should one of those thetas be a y?",1
"Is this really about physics? I can see why it's a valid question, and I can see there's physics behind it, but is the question itself about physics?",0
"What do you mean with thickness? Moduli?",1
"Is it a bluetooth keyboard? And does this Apple link http://support.apple.com/kb/TA23441?viewlocale=en_US by chance help at all?",1
"It might be good to give some more context: What kind of computer? What operating system (version)?",1
"What do you mean with deleted quicksilver ? Did you just put it in the Trash ?",0
"Are you unable to change it back? Or are you just curious as to how it got changed?",1
"Why not share your library over Bonjour so she can access your music? Or is there something else you want her to do?",0
"What do you mean by missing file songs? Do you have items in your iTunes library that are non-existant of your hard drive?",0
"What do you mean by MobileMail? The Mail app on the iPhone?",1
